event,guests,package,location,services_count,selected_services,rule_total,total_budget
birthday_private_party,21,simple,tier2,6,balloon_decor|cake|dj|return_gifts|snacks|venue,70770,75000
birthday_private_party,100,luxury,premium,6,cake|games_anchor|photo|return_gifts|theme_decor|venue,195840,226500
birthday_private_party,72,simple,premium,6,balloon_decor|cake|games_anchor|return_gifts|theme_decor|venue,101568,99000
birthday_private_party,63,basic,metro,6,cake|dj|games_anchor|photo|theme_decor|venue,138600,130500
birthday_private_party,78,simple,tier2,9,balloon_decor|cake|dj|games_anchor|photo|return_gifts|snacks|theme_decor|venue,139860,150000
birthday_private_party,64,basic,tier2,5,cake|dj|games_anchor|photo|return_gifts,73350,81500
birthday_private_party,121,simple,rural,5,balloon_decor|cake|dj|photo|venue,77190,80000
birthday_private_party,117,simple,rural,5,balloon_decor|cake|games_anchor|snacks|venue,81142,75000
birthday_private_party,140,simple,tier2,5,balloon_decor|cake|games_anchor|photo|theme_decor,66000,65500
birthday_private_party,155,basic,tier2,6,cake|dj|games_anchor|return_gifts|snacks|theme_decor,132938,134000
birthday_private_party,157,simple,tier2,5,balloon_decor|cake|games_anchor|photo|return_gifts,66840,73500
birthday_private_party,134,simple,tier2,5,balloon_decor|cake|dj|games_anchor|snacks,76500,78000
birthday_private_party,146,simple,tier2,6,cake|dj|photo|return_gifts|theme_decor|venue,106520,120000
birthday_private_party,69,simple,tier2,5,balloon_decor|cake|games_anchor|return_gifts|theme_decor,54280,53500
birthday_private_party,118,simple,tier2,5,cake|dj|games_anchor|photo|venue,81000,85500
birthday_private_party,76,simple,tier2,4,cake|photo|return_gifts|theme_decor,53120,57500
birthday_private_party,79,basic,metro,5,cake|games_anchor|photo|snacks|venue,120050,138500
birthday_private_party,159,basic,metro,6,balloon_decor|cake|dj|photo|theme_decor|venue,141400,147000
birthday_private_party,137,basic,tier2,7,cake|dj|games_anchor|photo|return_gifts|theme_decor|venue,144300,142000
birthday_private_party,166,simple,tier2,5,cake|dj|games_anchor|photo|snacks,92500,99000
birthday_private_party,212,simple,tier2,5,cake|dj|games_anchor|return_gifts|venue,86440,83500
birthday_private_party,106,simple,premium,5,cake|games_anchor|snacks|theme_decor|venue,108600,116500
birthday_private_party,65,basic,rural,6,balloon_decor|cake|dj|games_anchor|photo|snacks,92128,101500
birthday_private_party,98,simple,tier2,4,cake|photo|snacks|theme_decor,68500,70500
birthday_private_party,49,luxury,metro,7,cake|dj|games_anchor|photo|return_gifts|snacks|theme_decor,165896,141000
birthday_private_party,149,simple,rural,6,cake|dj|games_anchor|photo|return_gifts|theme_decor,80798,82500
birthday_private_party,54,simple,tier2,3,cake|dj|games_anchor,31000,30500
birthday_private_party,97,simple,rural,7,balloon_decor|cake|dj|games_anchor|photo|theme_decor|venue,103230,109000
birthday_private_party,110,simple,metro,5,cake|dj|photo|snacks|venue,110320,109000
birthday_private_party,95,simple,metro,6,balloon_decor|cake|dj|games_anchor|photo|return_gifts,83328,93000
birthday_private_party,99,basic,tier2,6,balloon_decor|cake|photo|return_gifts|snacks|theme_decor,115788,107000
birthday_private_party,85,simple,metro,3,cake|dj|return_gifts,34944,34500
birthday_private_party,58,basic,metro,5,cake|dj|photo|theme_decor|venue,124600,138000
birthday_private_party,61,basic,tier2,6,cake|games_anchor|return_gifts|snacks|theme_decor|venue,108212,103500
birthday_private_party,134,simple,tier2,8,balloon_decor|cake|dj|games_anchor|photo|return_gifts|snacks|theme_decor,130580,124500
birthday_private_party,98,basic,metro,5,cake|photo|return_gifts|snacks|theme_decor,112364,102000
birthday_private_party,87,basic,tier2,6,balloon_decor|cake|games_anchor|photo|return_gifts|venue,110550,122500
birthday_private_party,90,basic,rural,3,cake|games_anchor|theme_decor,39525,42500
birthday_private_party,141,simple,tier2,5,cake|dj|games_anchor|photo|venue,81000,79500
birthday_private_party,85,basic,tier2,5,cake|games_anchor|photo|return_gifts|theme_decor,80250,89500
birthday_private_party,68,simple,tier2,6,balloon_decor|cake|dj|games_anchor|photo|snacks,80000,87500
birthday_private_party,141,luxury,metro,6,balloon_decor|cake|dj|return_gifts|theme_decor|venue,186440,195000
birthday_private_party,75,basic,tier2,5,cake|games_anchor|photo|theme_decor|venue,105000,96000
birthday_private_party,126,simple,tier2,5,balloon_decor|cake|games_anchor|theme_decor|venue,76000,74500
birthday_private_party,165,simple,metro,5,balloon_decor|cake|photo|return_gifts|snacks,110936,118500
birthday_private_party,83,basic,rural,6,balloon_decor|cake|photo|return_gifts|snacks|venue,114750,125500
birthday_private_party,130,basic,tier2,6,cake|dj|games_anchor|photo|return_gifts|venue,120750,113000
birthday_private_party,122,simple,tier2,5,cake|dj|games_anchor|return_gifts|snacks,76140,69500
birthday_private_party,20,simple,tier2,7,balloon_decor|cake|dj|games_anchor|photo|snacks|theme_decor,86000,91500
birthday_private_party,124,simple,metro,4,balloon_decor|cake|snacks|theme_decor,75040,76500
birthday_private_party,143,basic,tier2,4,cake|photo|return_gifts|venue,91450,100000
birthday_private_party,68,basic,tier2,5,cake|games_anchor|photo|theme_decor|venue,105000,95500
birthday_private_party,54,simple,metro,7,balloon_decor|cake|games_anchor|photo|return_gifts|snacks|venue,109738,117500
birthday_private_party,151,simple,rural,6,balloon_decor|cake|dj|games_anchor|snacks|venue,102998,94500
birthday_private_party,39,basic,premium,5,cake|games_anchor|photo|snacks|venue,113625,108500
birthday_private_party,98,luxury,tier2,4,cake|games_anchor|photo|snacks,102850,118000
birthday_private_party,105,basic,tier2,4,cake|games_anchor|return_gifts|snacks,68562,65500
birthday_private_party,99,basic,metro,4,balloon_decor|cake|games_anchor|venue,81200,81000
birthday_private_party,20,basic,rural,3,balloon_decor|cake|photo,44175,49500
birthday_private_party,40,basic,rural,6,balloon_decor|cake|photo|snacks|theme_decor|venue,111600,122000
birthday_private_party,85,simple,rural,5,cake|games_anchor|photo|return_gifts|snacks,62728,58500
birthday_private_party,96,basic,metro,5,balloon_decor|cake|return_gifts|snacks|theme_decor,100128,94000
birthday_private_party,164,luxury,tier2,6,balloon_decor|cake|photo|snacks|theme_decor|venue,215900,224000
birthday_private_party,25,simple,tier2,7,balloon_decor|cake|games_anchor|return_gifts|snacks|theme_decor|venue,85250,85500
birthday_private_party,96,simple,tier2,6,cake|dj|photo|return_gifts|snacks|venue,106520,107000
birthday_private_party,60,simple,rural,6,balloon_decor|cake|dj|games_anchor|snacks|venue,81840,83000
birthday_private_party,134,simple,rural,6,cake|dj|games_anchor|return_gifts|snacks|theme_decor,91679,92500
birthday_private_party,25,luxury,metro,8,balloon_decor|cake|dj|games_anchor|photo|return_gifts|snacks|theme_decor,171836,196500
birthday_private_party,169,simple,tier2,6,balloon_decor|cake|photo|return_gifts|snacks|theme_decor,118530,134500
